PRP,VBP,IN,NNP,CD,NNS,JJ,NN,0,VBD,DT,CC,COMMA,RB,VBZ,VBN,TO,VB,VBG,PRP$,NOT_TOP_20
1.30561101436615,2.3547370433807373,1.2754607200622559,4.204920768737793,0.4801284968852997,3.028993844985962,0.9771943688392639,1.7466527223587036,2.3297197818756104,1.0057188272476196,1.8553187847137451,1.2104747295379639,0.2990553677082062,0.8231940269470215,3.708552598953247,0.714767575263977,1.0559440851211548,0.7295856475830078,1.0811494588851929,0.37166112661361694,2.4290432929992676
-0.20729757845401764,-0.2432735115289688,-0.4627751410007477,0.5661621689796448,-0.4066888988018036,0.7272781729698181,-0.21732287108898163,-0.14739076793193817,0.4148070812225342,0.7810948491096497,-0.521073579788208,0.9581282138824463,0.10592173784971237,1.8123074769973755,-0.9366231560707092,1.7773722410202026,0.5037036538124084,0.949941873550415,1.5030615329742432,0.03828607499599457,0.13622558116912842
-0.09091998636722565,0.8701595664024353,-0.5593438148498535,-0.7744331359863281,0.036719802767038345,-0.0399603396654129,-0.5159521698951721,-0.8914792537689209,0.240724116563797,-0.9035852551460266,-0.22402456402778625,-0.555950939655304,-0.47347912192344666,-0.024617498740553856,2.019397735595703,-0.34783700108528137,-0.32465696334838867,-0.37219545245170593,-0.6064984798431396,-0.2950889766216278,0.021584706380963326
0.49096792936325073,-0.6144179105758667,0.11663681268692017,-0.3914059102535248,-0.4066888988018036,-0.29570651054382324,-0.9638961553573608,-0.28267958760261536,-0.10744183510541916,-0.005089180544018745,-0.22402456402778625,-0.303604394197464,-1.0528799295425415,-0.5898252129554749,-0.5143344402313232,0.006364524830132723,-0.6007771492004395,0.949941873550415,0.6592375040054321,0.03828607499599457,0.5947890877723694
0.14183518290519714,0.1278708577156067,-0.2696378231048584,-1.157460331916809,-0.8500975966453552,-0.8071988821029663,-0.6652668714523315,-0.5532572269439697,-0.8037737607955933,-0.4543372094631195,-0.521073579788208,-0.555950939655304,-0.8597463369369507,-0.731127142906189,-0.9366231560707092,-1.0562400817871094,-0.6007771492004395,0.06851699203252792,0.2373255044221878,-0.6284640431404114,-0.436978816986084
-1.0219407081604004,-0.6144179105758667,-1.1387557983398438,-0.7744331359863281,0.036719802767038345,-1.062945008277893,-1.1132107973098755,-1.1620569229125977,-0.9778566956520081,-0.7912732362747192,-1.3132044076919556,-1.0606439113616943,-0.47347912192344666,-1.4376367330551147,-0.9366231560707092,-0.7020385265350342,-0.876897394657135,-0.812907874584198,-1.02841055393219,-0.9618391394615173,-0.895542323589325
-0.5564303398132324,-0.2432735115289688,0.4063427746295929,-0.7744331359863281,0.9235371947288513,0.21578583121299744,0.6785650849342346,0.3261200785636902,0.240724116563797,-0.22971318662166595,0.8651552796363831,-0.555950939655304,-0.6666127443313599,-0.8724290132522583,0.7525317072868347,-0.34783700108528137,-0.32465696334838867,-0.812907874584198,0.2373255044221878,-0.6284640431404114,-0.2076970487833023
-0.44005274772644043,-0.6144179105758667,-0.655912458896637,-0.1998922973871231,0.4801284968852997,0.21578583121299744,-0.36663752794265747,0.1908312737941742,-0.4556077718734741,0.6687828302383423,0.07302448153495789,-0.303604394197464,-0.08721187710762024,-0.024617498740553856,-0.5143344402313232,-0.7020385265350342,-0.6007771492004395,-0.37219545245170593,-0.6064984798431396,-0.2950889766216278,0.25086647272109985
-0.09091998636722565,1.2413039207458496,-0.36620646715164185,-0.3914059102535248,2.697171926498413,0.7272781729698181,-1.4118402004241943,0.1231868639588356,0.5888900756835938,-0.22971318662166595,0.2710571885108948,-0.303604394197464,-0.6666127443313599,0.8231940269470215,-0.09204571694135666,-0.7020385265350342,-0.876897394657135,-1.03326416015625,-0.6064984798431396,-0.2950889766216278,-0.09305617213249207
0.0254575964063406,0.1278708577156067,-0.8490497469902039,-0.3914059102535248,-0.4066888988018036,-0.8071988821029663,-0.36663752794265747,-0.28267958760261536,-0.4556077718734741,0.21953482925891876,-0.42205727100372314,0.45343515276908875,0.492188960313797,0.6818920969963074,-0.5143344402313232,-0.34783700108528137,-0.32465696334838867,-0.37219545245170593,-0.18458649516105652,-0.2950889766216278,-0.6662606000900269
