,0,1,2,3,4
0,,Accuracy,Precision,Recall,F Score
1,POS_Train,0.762695313,0.859078591,0.624015748,0.722919042
2,POS_Cross_Validation,0.69765625,0.7091483731,0.7720280135,0.7218526849
3,POS_Test,0.715625,0.790322581,0.601226994,0.682926829
4,LIWC_Train,0.7493164063,0.8179029852,0.6487194675,0.7085584373
5,LIWC_Cross_Validation,0.71640625,0.8247660574,0.6120640126,0.687500363
6,LIWC_Test,0.796875,0.980392157,0.613496933,0.754716981
